id,name,category,cuisine,serving,serving_grams,calories,protein,carbs,fat,sugar,source,imageUrl,imageQuery
12110,"Roti Cheese - normal serving, spicy",Roti,Indian Malaysian,normal serving,215.0,465.0,14.0,46.0,25.0,4.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20normal%20indian%20malaysian%20food,roti cheese normal indian malaysian food
12111,"Roti Cheese - large serving, less oil",Roti,Indian Malaysian,large serving,262.5,515.0,17.5,55.0,25.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20oil%20indian%20malaysian%20food,roti cheese oil indian malaysian food
12112,"Roti Cheese - large serving, less sugar",Roti,Indian Malaysian,large serving,262.5,528.0,17.5,47.0,30.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20sugar%20indian%20malaysian%20food,roti cheese sugar indian malaysian food
12113,"Roti Cheese - large serving, no sauce",Roti,Indian Malaysian,large serving,262.5,509.0,17.5,49.0,27.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20no%20sauce%20indian%20malaysian%20food,roti cheese no sauce indian malaysian food
12114,"Roti Cheese - large serving, extra vegetables",Roti,Indian Malaysian,large serving,342.5,639.0,20.5,65.0,33.0,6.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20extra%20vegetables%20indian%20malaysian%20food,roti cheese extra vegetables indian malaysian food
12115,"Roti Cheese - large serving, extra protein",Roti,Indian Malaysian,large serving,352.5,704.0,35.5,55.0,38.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20extra%20protein%20indian%20malaysian%20food,roti cheese extra protein indian malaysian food
12116,"Roti Cheese - large serving, with boiled egg",Roti,Indian Malaysian,large serving,312.5,633.0,23.5,56.0,35.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12117,"Roti Cheese - large serving, with fried egg",Roti,Indian Malaysian,large serving,322.5,669.0,23.5,56.0,39.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12118,"Roti Cheese - large serving, spicy",Roti,Indian Malaysian,large serving,267.5,577.0,17.5,57.0,31.0,4.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20indian%20malaysian%20food,roti cheese indian malaysian food
12119,"Roti Cheese - sharing serving, less oil",Roti,Indian Malaysian,sharing serving,367.5,739.0,24.5,77.0,37.0,5.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20sharing%20oil%20indian%20malaysian%20food,roti cheese sharing oil indian malaysian food
12120,"Roti Cheese - sharing serving, less sugar",Roti,Indian Malaysian,sharing serving,367.5,752.0,24.5,69.0,42.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20sharing%20sugar%20indian%20malaysian%20food,roti cheese sharing sugar indian malaysian food
12121,"Roti Cheese - sharing serving, no sauce",Roti,Indian Malaysian,sharing serving,367.5,733.0,24.5,71.0,39.0,0.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20sharing%20no%20sauce%20indian%20malaysian%20food,roti cheese sharing no sauce indian malaysian food
12122,"Roti Cheese - sharing serving, extra vegetables",Roti,Indian Malaysian,sharing serving,447.5,863.0,27.5,87.0,45.0,8.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20sharing%20extra%20vegetables%20indian%20malaysian%20food,roti cheese sharing extra vegetables indian malaysian food
12123,"Roti Cheese - sharing serving, extra protein",Roti,Indian Malaysian,sharing serving,457.5,928.0,42.5,77.0,50.0,5.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20sharing%20extra%20protein%20indian%20malaysian%20food,roti cheese sharing extra protein indian malaysian food
12124,"Roti Cheese - sharing serving, with boiled egg",Roti,Indian Malaysian,sharing serving,417.5,857.0,30.5,78.0,47.0,5.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12125,"Roti Cheese - sharing serving, with fried egg",Roti,Indian Malaysian,sharing serving,427.5,893.0,30.5,78.0,51.0,5.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12126,"Roti Cheese - sharing serving, spicy",Roti,Indian Malaysian,sharing serving,372.5,801.0,24.5,79.0,43.0,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?roti%20cheese%20sharing%20indian%20malaysian%20food,roti cheese sharing indian malaysian food
12127,"Murtabak Ayam - half serving, less oil",Roti,Indian Malaysian,half serving,175.0,280.0,14.0,29.0,12.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12128,"Murtabak Ayam - half serving, less sugar",Roti,Indian Malaysian,half serving,175.0,293.0,14.0,21.0,17.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12129,"Murtabak Ayam - half serving, no sauce",Roti,Indian Malaysian,half serving,175.0,274.0,14.0,23.0,14.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12130,"Murtabak Ayam - half serving, extra vegetables",Roti,Indian Malaysian,half serving,255.0,404.0,17.0,39.0,20.0,5.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12131,"Murtabak Ayam - half serving, extra protein",Roti,Indian Malaysian,half serving,265.0,469.0,32.0,29.0,25.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12132,"Murtabak Ayam - half serving, with boiled egg",Roti,Indian Malaysian,half serving,225.0,398.0,20.0,30.0,22.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12133,"Murtabak Ayam - half serving, with fried egg",Roti,Indian Malaysian,half serving,235.0,434.0,20.0,30.0,26.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12134,"Murtabak Ayam - half serving, spicy",Roti,Indian Malaysian,half serving,180.0,342.0,14.0,31.0,18.0,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12135,"Murtabak Ayam - small serving, less oil",Roti,Indian Malaysian,small serving,262.5,442.0,21.0,43.5,20.5,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12136,"Murtabak Ayam - small serving, less sugar",Roti,Indian Malaysian,small serving,262.5,456.0,21.0,35.5,25.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12137,"Murtabak Ayam - small serving, no sauce",Roti,Indian Malaysian,small serving,262.5,436.0,21.0,37.5,22.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12138,"Murtabak Ayam - small serving, extra vegetables",Roti,Indian Malaysian,small serving,342.5,566.0,24.0,53.5,28.5,6.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12139,"Murtabak Ayam - small serving, extra protein",Roti,Indian Malaysian,small serving,352.5,632.0,39.0,43.5,33.5,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12140,"Murtabak Ayam - small serving, with boiled egg",Roti,Indian Malaysian,small serving,312.5,560.0,27.0,44.5,30.5,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12141,"Murtabak Ayam - small serving, with fried egg",Roti,Indian Malaysian,small serving,322.5,596.0,27.0,44.5,34.5,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12142,"Murtabak Ayam - small serving, spicy",Roti,Indian Malaysian,small serving,267.5,504.0,21.0,45.5,26.5,4.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12143,Murtabak Ayam - less oil,Roti,Indian Malaysian,normal serving,350.0,605.0,28.0,58.0,29.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12144,Murtabak Ayam - less sugar,Roti,Indian Malaysian,normal serving,350.0,618.0,28.0,50.0,34.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12145,Murtabak Ayam - no sauce,Roti,Indian Malaysian,normal serving,350.0,599.0,28.0,52.0,31.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12146,"Murtabak Ayam - normal serving, extra vegetables",Roti,Indian Malaysian,normal serving,430.0,729.0,31.0,68.0,37.0,8.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12147,"Murtabak Ayam - normal serving, extra protein",Roti,Indian Malaysian,normal serving,440.0,794.0,46.0,58.0,42.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12148,"Murtabak Ayam - normal serving, with boiled egg",Roti,Indian Malaysian,normal serving,400.0,723.0,34.0,59.0,39.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12149,"Murtabak Ayam - normal serving, with fried egg",Roti,Indian Malaysian,normal serving,410.0,759.0,34.0,59.0,43.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12150,"Murtabak Ayam - normal serving, spicy",Roti,Indian Malaysian,normal serving,355.0,667.0,28.0,60.0,35.0,6.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12151,"Murtabak Ayam - large serving, less oil",Roti,Indian Malaysian,large serving,437.5,768.0,35.0,72.5,37.5,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12152,"Murtabak Ayam - large serving, less sugar",Roti,Indian Malaysian,large serving,437.5,780.0,35.0,64.5,42.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12153,"Murtabak Ayam - large serving, no sauce",Roti,Indian Malaysian,large serving,437.5,762.0,35.0,66.5,39.5,1.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12154,"Murtabak Ayam - large serving, extra vegetables",Roti,Indian Malaysian,large serving,517.5,892.0,38.0,82.5,45.5,9.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12155,"Murtabak Ayam - large serving, extra protein",Roti,Indian Malaysian,large serving,527.5,956.0,53.0,72.5,50.5,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12156,"Murtabak Ayam - large serving, with boiled egg",Roti,Indian Malaysian,large serving,487.5,886.0,41.0,73.5,47.5,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12157,"Murtabak Ayam - large serving, with fried egg",Roti,Indian Malaysian,large serving,497.5,922.0,41.0,73.5,51.5,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12158,"Murtabak Ayam - large serving, spicy",Roti,Indian Malaysian,large serving,442.5,830.0,35.0,74.5,43.5,7.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12159,"Murtabak Ayam - sharing serving, less oil",Roti,Indian Malaysian,sharing serving,612.5,1092.0,49.0,101.5,54.5,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12160,"Murtabak Ayam - sharing serving, less sugar",Roti,Indian Malaysian,sharing serving,612.5,1106.0,49.0,93.5,59.5,0.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12161,"Murtabak Ayam - sharing serving, no sauce",Roti,Indian Malaysian,sharing serving,612.5,1086.0,49.0,95.5,56.5,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12162,"Murtabak Ayam - sharing serving, extra vegetables",Roti,Indian Malaysian,sharing serving,692.5,1216.0,52.0,111.5,62.5,11.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12163,"Murtabak Ayam - sharing serving, extra protein",Roti,Indian Malaysian,sharing serving,702.5,1282.0,67.0,101.5,67.5,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12164,"Murtabak Ayam - sharing serving, with boiled egg",Roti,Indian Malaysian,sharing serving,662.5,1210.0,55.0,102.5,64.5,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12165,"Murtabak Ayam - sharing serving, with fried egg",Roti,Indian Malaysian,sharing serving,672.5,1246.0,55.0,102.5,68.5,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12166,"Murtabak Ayam - sharing serving, spicy",Roti,Indian Malaysian,sharing serving,617.5,1154.0,49.0,103.5,60.5,9.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
12167,"Murtabak Daging - half serving, less oil",Roti,Indian Malaysian,half serving,180.0,293.0,15.0,29.0,13.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12168,"Murtabak Daging - half serving, less sugar",Roti,Indian Malaysian,half serving,180.0,306.0,15.0,21.0,18.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12169,"Murtabak Daging - half serving, no sauce",Roti,Indian Malaysian,half serving,180.0,287.0,15.0,23.0,15.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12170,"Murtabak Daging - half serving, extra vegetables",Roti,Indian Malaysian,half serving,260.0,417.0,18.0,39.0,21.0,5.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12171,"Murtabak Daging - half serving, extra protein",Roti,Indian Malaysian,half serving,270.0,482.0,33.0,29.0,26.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12172,"Murtabak Daging - half serving, with boiled egg",Roti,Indian Malaysian,half serving,230.0,411.0,21.0,30.0,23.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12173,"Murtabak Daging - half serving, with fried egg",Roti,Indian Malaysian,half serving,240.0,447.0,21.0,30.0,27.0,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12174,"Murtabak Daging - half serving, spicy",Roti,Indian Malaysian,half serving,185.0,355.0,15.0,31.0,19.0,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12175,"Murtabak Daging - small serving, less oil",Roti,Indian Malaysian,small serving,270.0,462.0,22.5,43.5,22.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12176,"Murtabak Daging - small serving, less sugar",Roti,Indian Malaysian,small serving,270.0,475.0,22.5,35.5,27.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12177,"Murtabak Daging - small serving, no sauce",Roti,Indian Malaysian,small serving,270.0,456.0,22.5,37.5,24.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12178,"Murtabak Daging - small serving, extra vegetables",Roti,Indian Malaysian,small serving,350.0,586.0,25.5,53.5,30.0,6.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12179,"Murtabak Daging - small serving, extra protein",Roti,Indian Malaysian,small serving,360.0,651.0,40.5,43.5,35.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12180,"Murtabak Daging - small serving, with boiled egg",Roti,Indian Malaysian,small serving,320.0,580.0,28.5,44.5,32.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12181,"Murtabak Daging - small serving, with fried egg",Roti,Indian Malaysian,small serving,330.0,616.0,28.5,44.5,36.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12182,"Murtabak Daging - small serving, spicy",Roti,Indian Malaysian,small serving,275.0,524.0,22.5,45.5,28.0,4.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12183,Murtabak Daging - less oil,Roti,Indian Malaysian,normal serving,360.0,631.0,30.0,58.0,31.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12184,Murtabak Daging - less sugar,Roti,Indian Malaysian,normal serving,360.0,644.0,30.0,50.0,36.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12185,Murtabak Daging - no sauce,Roti,Indian Malaysian,normal serving,360.0,625.0,30.0,52.0,33.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12186,"Murtabak Daging - normal serving, extra vegetables",Roti,Indian Malaysian,normal serving,440.0,755.0,33.0,68.0,39.0,8.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12187,"Murtabak Daging - normal serving, extra protein",Roti,Indian Malaysian,normal serving,450.0,820.0,48.0,58.0,44.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12188,"Murtabak Daging - normal serving, with boiled egg",Roti,Indian Malaysian,normal serving,410.0,749.0,36.0,59.0,41.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12189,"Murtabak Daging - normal serving, with fried egg",Roti,Indian Malaysian,normal serving,420.0,785.0,36.0,59.0,45.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12190,"Murtabak Daging - normal serving, spicy",Roti,Indian Malaysian,normal serving,365.0,693.0,30.0,60.0,37.0,6.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12191,"Murtabak Daging - large serving, less oil",Roti,Indian Malaysian,large serving,450.0,800.0,37.5,72.5,40.0,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12192,"Murtabak Daging - large serving, less sugar",Roti,Indian Malaysian,large serving,450.0,813.0,37.5,64.5,45.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12193,"Murtabak Daging - large serving, no sauce",Roti,Indian Malaysian,large serving,450.0,794.0,37.5,66.5,42.0,1.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12194,"Murtabak Daging - large serving, extra vegetables",Roti,Indian Malaysian,large serving,530.0,924.0,40.5,82.5,48.0,9.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12195,"Murtabak Daging - large serving, extra protein",Roti,Indian Malaysian,large serving,540.0,989.0,55.5,72.5,53.0,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12196,"Murtabak Daging - large serving, with boiled egg",Roti,Indian Malaysian,large serving,500.0,918.0,43.5,73.5,50.0,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12197,"Murtabak Daging - large serving, with fried egg",Roti,Indian Malaysian,large serving,510.0,954.0,43.5,73.5,54.0,6.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12198,"Murtabak Daging - large serving, spicy",Roti,Indian Malaysian,large serving,455.0,862.0,37.5,74.5,46.0,7.2,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12199,"Murtabak Daging - sharing serving, less oil",Roti,Indian Malaysian,sharing serving,630.0,1138.0,52.5,101.5,58.0,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12200,"Murtabak Daging - sharing serving, less sugar",Roti,Indian Malaysian,sharing serving,630.0,1151.0,52.5,93.5,63.0,0.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12201,"Murtabak Daging - sharing serving, no sauce",Roti,Indian Malaysian,sharing serving,630.0,1132.0,52.5,95.5,60.0,3.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12202,"Murtabak Daging - sharing serving, extra vegetables",Roti,Indian Malaysian,sharing serving,710.0,1262.0,55.5,111.5,66.0,11.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12203,"Murtabak Daging - sharing serving, extra protein",Roti,Indian Malaysian,sharing serving,720.0,1327.0,70.5,101.5,71.0,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12204,"Murtabak Daging - sharing serving, with boiled egg",Roti,Indian Malaysian,sharing serving,680.0,1256.0,58.5,102.5,68.0,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12205,"Murtabak Daging - sharing serving, with fried egg",Roti,Indian Malaysian,sharing serving,690.0,1292.0,58.5,102.5,72.0,8.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12206,"Murtabak Daging - sharing serving, spicy",Roti,Indian Malaysian,sharing serving,635.0,1200.0,52.5,103.5,64.0,9.8,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?beef%20dish,beef dish
12207,"Chapati - half serving, less oil",Roti,Indian Malaysian,half serving,80.0,88.0,4.0,18.0,0.0,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20half%20oil%20indian%20malaysian%20food,chapati half oil indian malaysian food
12208,"Chapati - half serving, less sugar",Roti,Indian Malaysian,half serving,80.0,83.0,4.0,10.0,3.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20half%20sugar%20indian%20malaysian%20food,chapati half sugar indian malaysian food
12209,"Chapati - half serving, no sauce",Roti,Indian Malaysian,half serving,80.0,64.0,4.0,12.0,0.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20half%20no%20sauce%20indian%20malaysian%20food,chapati half no sauce indian malaysian food
12210,"Chapati - half serving, extra vegetables",Roti,Indian Malaysian,half serving,160.0,194.0,7.0,28.0,6.0,4.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20half%20extra%20vegetables%20indian%20malaysian%20food,chapati half extra vegetables indian malaysian food
12211,"Chapati - half serving, extra protein",Roti,Indian Malaysian,half serving,170.0,259.0,22.0,18.0,11.0,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20half%20extra%20protein%20indian%20malaysian%20food,chapati half extra protein indian malaysian food
12212,"Chapati - half serving, with boiled egg",Roti,Indian Malaysian,half serving,130.0,188.0,10.0,19.0,8.0,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12213,"Chapati - half serving, with fried egg",Roti,Indian Malaysian,half serving,140.0,224.0,10.0,19.0,12.0,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12214,"Chapati - half serving, spicy",Roti,Indian Malaysian,half serving,85.0,132.0,4.0,20.0,4.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20half%20indian%20malaysian%20food,chapati half indian malaysian food
12215,"Chapati - small serving, less oil",Roti,Indian Malaysian,small serving,120.0,132.0,6.0,27.0,0.0,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20oil%20indian%20malaysian%20food,chapati oil indian malaysian food
12216,"Chapati - small serving, less sugar",Roti,Indian Malaysian,small serving,120.0,140.0,6.0,19.0,4.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sugar%20indian%20malaysian%20food,chapati sugar indian malaysian food
12217,"Chapati - small serving, no sauce",Roti,Indian Malaysian,small serving,120.0,122.0,6.0,21.0,1.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20no%20sauce%20indian%20malaysian%20food,chapati no sauce indian malaysian food
12218,"Chapati - small serving, extra vegetables",Roti,Indian Malaysian,small serving,200.0,252.0,9.0,37.0,7.5,4.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20extra%20vegetables%20indian%20malaysian%20food,chapati extra vegetables indian malaysian food
12219,"Chapati - small serving, extra protein",Roti,Indian Malaysian,small serving,210.0,316.0,24.0,27.0,12.5,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20extra%20protein%20indian%20malaysian%20food,chapati extra protein indian malaysian food
12220,"Chapati - small serving, with boiled egg",Roti,Indian Malaysian,small serving,170.0,246.0,12.0,28.0,9.5,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12221,"Chapati - small serving, with fried egg",Roti,Indian Malaysian,small serving,180.0,282.0,12.0,28.0,13.5,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12222,"Chapati - small serving, spicy",Roti,Indian Malaysian,small serving,125.0,190.0,6.0,29.0,5.5,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20indian%20malaysian%20food,chapati indian malaysian food
12223,Chapati - less oil,Roti,Indian Malaysian,normal serving,160.0,185.0,8.0,36.0,1.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20oil%20indian%20malaysian%20food,chapati oil indian malaysian food
12224,Chapati - less sugar,Roti,Indian Malaysian,normal serving,160.0,198.0,8.0,28.0,6.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sugar%20indian%20malaysian%20food,chapati sugar indian malaysian food
12225,Chapati - no sauce,Roti,Indian Malaysian,normal serving,160.0,179.0,8.0,30.0,3.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20no%20sauce%20indian%20malaysian%20food,chapati no sauce indian malaysian food
12226,"Chapati - normal serving, extra vegetables",Roti,Indian Malaysian,normal serving,240.0,309.0,11.0,46.0,9.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20normal%20extra%20vegetables%20indian%20malaysian%20food,chapati normal extra vegetables indian malaysian food
12227,"Chapati - normal serving, extra protein",Roti,Indian Malaysian,normal serving,250.0,374.0,26.0,36.0,14.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20normal%20extra%20protein%20indian%20malaysian%20food,chapati normal extra protein indian malaysian food
12228,"Chapati - normal serving, with boiled egg",Roti,Indian Malaysian,normal serving,210.0,303.0,14.0,37.0,11.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12229,"Chapati - normal serving, with fried egg",Roti,Indian Malaysian,normal serving,220.0,339.0,14.0,37.0,15.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12230,"Chapati - normal serving, spicy",Roti,Indian Malaysian,normal serving,165.0,247.0,8.0,38.0,7.0,3.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20normal%20indian%20malaysian%20food,chapati normal indian malaysian food
12231,"Chapati - large serving, less oil",Roti,Indian Malaysian,large serving,200.0,242.0,10.0,45.0,2.5,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20oil%20indian%20malaysian%20food,chapati oil indian malaysian food
